ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
DEN,"Denver, CO",LIT,"Little Rock, AR"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",AZA,"Phoenix, AZ"
DEN,"Denver, CO",FRG,"East Farmingdale, NY"
DEN,"Denver, CO",AEX,"Alexandria, LA"
DEN,"Denver, CO",AZA,"Phoenix, AZ"
DEN,"Denver, CO",HRL,"Harlingen/San Benito, TX"
DEN,"Denver, CO",HOU,"Houston, TX"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",RNO,"Reno, NV"
DEN,"Denver, CO",SDF,"Louisville, KY"
DEN,"Denver, CO",RFD,"Rockford, IL"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",SDF,"Louisville, KY"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",ELP,"El Paso, TX"
DEN,"Denver, CO",RNO,"Reno, NV"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",SDF,"Louisville, KY"
DEN,"Denver, CO",SDF,"Louisville, KY"
DEN,"Denver, CO",PIR,"Pierre, SD"
DEN,"Denver, CO",ATY,"Watertown, SD"
DEN,"Denver, CO",TEX,"Telluride, CO"
DEN,"Denver, CO",CVN,"Clovis, NM"
DEN,"Denver, CO",AIA,"Alliance, NE"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",MCI,"Kansas City, MO"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",SBA,"Santa Barbara, CA"
DEN,"Denver, CO",BUF,"Buffalo, NY"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",STL,"St. Louis, MO"
DEN,"Denver, CO",FAT,"Fresno, CA"
DEN,"Denver, CO",LGB,"Long Beach, CA"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",CMH,"Columbus, OH"
DEN,"Denver, CO",ELP,"El Paso, TX"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",TPA,"Tampa, FL"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",OAK,"Oakland, CA"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",BWI,"Baltimore, MD"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",GEG,"Spokane, WA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",RNO,"Reno, NV"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",CLT,"Charlotte, NC"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",BHM,"Birmingham, AL"
DEN,"Denver, CO",DAL,"Dallas, TX"
DEN,"Denver, CO",RDU,"Raleigh/Durham, NC"
DEN,"Denver, CO",HOU,"Houston, TX"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",MSY,"New Orleans, LA"
DEN,"Denver, CO",PIT,"Pittsburgh, PA"
DEN,"Denver, CO",IAD,"Washington, DC"
DEN,"Denver, CO",BDL,"Hartford, CT"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",LGA,"New York, NY"
DEN,"Denver, CO",TUL,"Tulsa, OK"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",SJC,"San Jose, CA"
DEN,"Denver, CO",FLL,"Fort Lauderdale, FL"
DEN,"Denver, CO",BZN,"Bozeman, MT"
DEN,"Denver, CO",BOS,"Boston, MA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",BUR,"Burbank, CA"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",MDW,"Chicago, IL"
DEN,"Denver, CO",SNA,"Santa Ana, CA"
DEN,"Denver, CO",HDN,"Hayden, CO"
DEN,"Denver, CO",TUS,"Tucson, AZ"
DEN,"Denver, CO",MCI,"Kansas City, MO"
DEN,"Denver, CO",ICT,"Wichita, KS"
DEN,"Denver, CO",RSW,"Fort Myers, FL"
DEN,"Denver, CO",MCO,"Orlando, FL"
DEN,"Denver, CO",CHS,"Charleston, SC"
DEN,"Denver, CO",RIC,"Richmond, VA"
DEN,"Denver, CO",DSM,"Des Moines, IA"
DEN,"Denver, CO",GRR,"Grand Rapids, MI"
DEN,"Denver, CO",OKC,"Oklahoma City, OK"
DEN,"Denver, CO",COS,"Colorado Springs, CO"
DEN,"Denver, CO",LIT,"Little Rock, AR"
DEN,"Denver, CO",MTJ,"Montrose/Delta, CO"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",CLT,"Charlotte, NC"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",SBD,"San Bernardino, CA"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",RIC,"Richmond, VA"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",CLT,"Charlotte, NC"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",OKC,"Oklahoma City, OK"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",FLG,"Flagstaff, AZ"
DEN,"Denver, CO",LNK,"Lincoln, NE"
DEN,"Denver, CO",SAF,"Santa Fe, NM"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",SGF,"Springfield, MO"
DEN,"Denver, CO",GJT,"Grand Junction, CO"
DEN,"Denver, CO",CPR,"Casper, WY"
DEN,"Denver, CO",MAF,"Midland/Odessa, TX"
DEN,"Denver, CO",IDA,"Idaho Falls, ID"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",TUL,"Tulsa, OK"
DEN,"Denver, CO",DIK,"Dickinson, ND"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",ICT,"Wichita, KS"
DEN,"Denver, CO",XNA,"Fayetteville, AR"
DEN,"Denver, CO",LIT,"Little Rock, AR"
DEN,"Denver, CO",DRO,"Durango, CO"
DEN,"Denver, CO",SHV,"Shreveport, LA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",CLE,"Cleveland, OH"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",STL,"St. Louis, MO"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",TYS,"Knoxville, TN"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",OAK,"Oakland, CA"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",RDU,"Raleigh/Durham, NC"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",MSY,"New Orleans, LA"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",MCI,"Kansas City, MO"
DEN,"Denver, CO",MCO,"Orlando, FL"
DEN,"Denver, CO",FSD,"Sioux Falls, SD"
DEN,"Denver, CO",OKC,"Oklahoma City, OK"
DEN,"Denver, CO",HRL,"Harlingen/San Benito, TX"
DEN,"Denver, CO",CLE,"Cleveland, OH"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",STL,"St. Louis, MO"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",TYS,"Knoxville, TN"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",CMH,"Columbus, OH"
DEN,"Denver, CO",ELP,"El Paso, TX"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",TPA,"Tampa, FL"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",OAK,"Oakland, CA"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",BWI,"Baltimore, MD"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",CID,"Cedar Rapids/Iowa City, IA"
DEN,"Denver, CO",FAR,"Fargo, ND"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",MSN,"Madison, WI"
DEN,"Denver, CO",CLT,"Charlotte, NC"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",RDU,"Raleigh/Durham, NC"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",MSY,"New Orleans, LA"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",TUL,"Tulsa, OK"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",BUR,"Burbank, CA"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",SNA,"Santa Ana, CA"
DEN,"Denver, CO",MCI,"Kansas City, MO"
DEN,"Denver, CO",DCA,"Washington, DC"
DEN,"Denver, CO",RSW,"Fort Myers, FL"
DEN,"Denver, CO",PNS,"Pensacola, FL"
DEN,"Denver, CO",MCO,"Orlando, FL"
DEN,"Denver, CO",FSD,"Sioux Falls, SD"
DEN,"Denver, CO",DSM,"Des Moines, IA"
DEN,"Denver, CO",OKC,"Oklahoma City, OK"
DEN,"Denver, CO",XNA,"Fayetteville, AR"
DEN,"Denver, CO",HRL,"Harlingen/San Benito, TX"
DEN,"Denver, CO",LIT,"Little Rock, AR"
DEN,"Denver, CO",DRO,"Durango, CO"
DEN,"Denver, CO",BIS,"Bismarck/Mandan, ND"
DEN,"Denver, CO",CLE,"Cleveland, OH"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",SBA,"Santa Barbara, CA"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",BOI,"Boise, ID"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",PSP,"Palm Springs, CA"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",CMH,"Columbus, OH"
DEN,"Denver, CO",EWR,"Newark, NJ"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",TPA,"Tampa, FL"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",FCA,"Kalispell, MT"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",MFR,"Medford, OR"
DEN,"Denver, CO",BWI,"Baltimore, MD"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",GEG,"Spokane, WA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",RNO,"Reno, NV"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",MSO,"Missoula, MT"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",MSN,"Madison, WI"
DEN,"Denver, CO",BIL,"Billings, MT"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",RDU,"Raleigh/Durham, NC"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",PIT,"Pittsburgh, PA"
DEN,"Denver, CO",IAD,"Washington, DC"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",LGA,"New York, NY"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",SJC,"San Jose, CA"
DEN,"Denver, CO",FLL,"Fort Lauderdale, FL"
DEN,"Denver, CO",BZN,"Bozeman, MT"
DEN,"Denver, CO",BOS,"Boston, MA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",ANC,"Anchorage, AK"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",SNA,"Santa Ana, CA"
DEN,"Denver, CO",SRQ,"Sarasota/Bradenton, FL"
DEN,"Denver, CO",TUS,"Tucson, AZ"
DEN,"Denver, CO",MCI,"Kansas City, MO"
DEN,"Denver, CO",ICT,"Wichita, KS"
DEN,"Denver, CO",DCA,"Washington, DC"
DEN,"Denver, CO",RSW,"Fort Myers, FL"
DEN,"Denver, CO",MCO,"Orlando, FL"
DEN,"Denver, CO",CHS,"Charleston, SC"
DEN,"Denver, CO",RIC,"Richmond, VA"
DEN,"Denver, CO",DSM,"Des Moines, IA"
DEN,"Denver, CO",GRR,"Grand Rapids, MI"
DEN,"Denver, CO",COS,"Colorado Springs, CO"
DEN,"Denver, CO",EWR,"Newark, NJ"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",EWR,"Newark, NJ"
DEN,"Denver, CO",HNL,"Honolulu, HI"
DEN,"Denver, CO",OGG,"Kahului, HI"
DEN,"Denver, CO",IAD,"Washington, DC"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",FLL,"Fort Lauderdale, FL"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",LIH,"Lihue, HI"
DEN,"Denver, CO",KOA,"Kona, HI"
DEN,"Denver, CO",CLE,"Cleveland, OH"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",BOI,"Boise, ID"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",PSP,"Palm Springs, CA"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",CMH,"Columbus, OH"
DEN,"Denver, CO",EWR,"Newark, NJ"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",TPA,"Tampa, FL"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",FCA,"Kalispell, MT"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",MFR,"Medford, OR"
DEN,"Denver, CO",ABE,"Allentown/Bethlehem/Easton, PA"
DEN,"Denver, CO",BWI,"Baltimore, MD"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",GEG,"Spokane, WA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",RNO,"Reno, NV"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",CID,"Cedar Rapids/Iowa City, IA"
DEN,"Denver, CO",RDM,"Bend/Redmond, OR"
DEN,"Denver, CO",MSO,"Missoula, MT"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",BIL,"Billings, MT"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",RDU,"Raleigh/Durham, NC"
DEN,"Denver, CO",MSY,"New Orleans, LA"
DEN,"Denver, CO",PIT,"Pittsburgh, PA"
DEN,"Denver, CO",IAD,"Washington, DC"
DEN,"Denver, CO",BDL,"Hartford, CT"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",SJC,"San Jose, CA"
DEN,"Denver, CO",FLL,"Fort Lauderdale, FL"
DEN,"Denver, CO",BZN,"Bozeman, MT"
DEN,"Denver, CO",BOS,"Boston, MA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",ANC,"Anchorage, AK"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",TUS,"Tucson, AZ"
DEN,"Denver, CO",MCI,"Kansas City, MO"
DEN,"Denver, CO",ICT,"Wichita, KS"
DEN,"Denver, CO",RSW,"Fort Myers, FL"
DEN,"Denver, CO",MCO,"Orlando, FL"
DEN,"Denver, CO",DSM,"Des Moines, IA"
DEN,"Denver, CO",COS,"Colorado Springs, CO"
DEN,"Denver, CO",RAP,"Rapid City, SD"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",SBA,"Santa Barbara, CA"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",STL,"St. Louis, MO"
DEN,"Denver, CO",FAT,"Fresno, CA"
DEN,"Denver, CO",BOI,"Boise, ID"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",PSP,"Palm Springs, CA"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",CMH,"Columbus, OH"
DEN,"Denver, CO",EWR,"Newark, NJ"
DEN,"Denver, CO",ELP,"El Paso, TX"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",SYR,"Syracuse, NY"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",GEG,"Spokane, WA"
DEN,"Denver, CO",JAC,"Jackson, WY"
DEN,"Denver, CO",EUG,"Eugene, OR"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",RNO,"Reno, NV"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",CID,"Cedar Rapids/Iowa City, IA"
DEN,"Denver, CO",RDM,"Bend/Redmond, OR"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",MSO,"Missoula, MT"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",MSN,"Madison, WI"
DEN,"Denver, CO",BIL,"Billings, MT"
DEN,"Denver, CO",ORF,"Norfolk, VA"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",MSY,"New Orleans, LA"
DEN,"Denver, CO",PIT,"Pittsburgh, PA"
DEN,"Denver, CO",IAD,"Washington, DC"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",LGA,"New York, NY"
DEN,"Denver, CO",TUL,"Tulsa, OK"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",SJC,"San Jose, CA"
DEN,"Denver, CO",FLL,"Fort Lauderdale, FL"
DEN,"Denver, CO",BZN,"Bozeman, MT"
DEN,"Denver, CO",BOS,"Boston, MA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",SNA,"Santa Ana, CA"
DEN,"Denver, CO",SRQ,"Sarasota/Bradenton, FL"
DEN,"Denver, CO",HDN,"Hayden, CO"
DEN,"Denver, CO",TUS,"Tucson, AZ"
DEN,"Denver, CO",MCI,"Kansas City, MO"
DEN,"Denver, CO",ICT,"Wichita, KS"
DEN,"Denver, CO",RSW,"Fort Myers, FL"
DEN,"Denver, CO",CHS,"Charleston, SC"
DEN,"Denver, CO",RIC,"Richmond, VA"
DEN,"Denver, CO",FSD,"Sioux Falls, SD"
DEN,"Denver, CO",DSM,"Des Moines, IA"
DEN,"Denver, CO",GRR,"Grand Rapids, MI"
DEN,"Denver, CO",COS,"Colorado Springs, CO"
DEN,"Denver, CO",MTJ,"Montrose/Delta, CO"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",RAP,"Rapid City, SD"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",SBA,"Santa Barbara, CA"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",STL,"St. Louis, MO"
DEN,"Denver, CO",FAT,"Fresno, CA"
DEN,"Denver, CO",BOI,"Boise, ID"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",PSP,"Palm Springs, CA"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",CMH,"Columbus, OH"
DEN,"Denver, CO",EWR,"Newark, NJ"
DEN,"Denver, CO",ELP,"El Paso, TX"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",TPA,"Tampa, FL"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",FCA,"Kalispell, MT"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",JAX,"Jacksonville, FL"
DEN,"Denver, CO",BWI,"Baltimore, MD"
DEN,"Denver, CO",SYR,"Syracuse, NY"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",GEG,"Spokane, WA"
DEN,"Denver, CO",JAC,"Jackson, WY"
DEN,"Denver, CO",EUG,"Eugene, OR"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",RNO,"Reno, NV"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",CID,"Cedar Rapids/Iowa City, IA"
DEN,"Denver, CO",RDM,"Bend/Redmond, OR"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",MSO,"Missoula, MT"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",MSN,"Madison, WI"
DEN,"Denver, CO",BIL,"Billings, MT"
DEN,"Denver, CO",ORF,"Norfolk, VA"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",RDU,"Raleigh/Durham, NC"
DEN,"Denver, CO",MSY,"New Orleans, LA"
DEN,"Denver, CO",PIT,"Pittsburgh, PA"
DEN,"Denver, CO",IAD,"Washington, DC"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",LGA,"New York, NY"
DEN,"Denver, CO",TUL,"Tulsa, OK"
DEN,"Denver, CO",ATL,"Atlanta, GA"
